1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),2 - Highway Agency District,9 - Location,11 - Mile Point (miles),16 - Latitude (decimal),17 - Longitude (decimal),21 - Maintenance Responsibility,37 - Historical Significance Code,98A - Neighboring State Name,98B - Neighboring State Percent Responsibility,99 - Border Bridge Structure Number,101 - Parallel Structure Designation Code,106 - Year Reconstructed,44A - Approach Spans Material,44B - Approach Spans Design,46 - Number of Approach Spans,107 - Deck Structure Type Code,108A - Wearing Surface Type Code,108B - Membrane Type Code,108C - Deck Protection Code,10 - Inventory Route - Minimum Vertical Clearance (ft.),32 - Approach Roadway Width (ft.),33 - Bridge Median Code,34 - Skew Angle (degrees),35 - Structure Flared,38 - Navigation Control Code,39 - Navigation Vertical Clearance (ft.),40 - Navigation Horizontal Clearance (ft.),47 - Inventory Route Total Horizontal Clearance (ft.),48 - Length of Maximum Span (ft.),50A - Left Curb/Sidewalk Width (ft.),50B - Right Curb/Sidewalk Width (ft.),51 - Bridge Roadway Width Curb to Curb (ft.),52 - Deck Width - Out to Out (ft.),53 - Minimum Vertical Clearance Over Bridge Roadway (ft.),54B - Minimum Vertical Underclearance (ft.),55B - Minimum Lateral Underclearance on Right (ft.),56 - Minimum Lateral Underclearance on Left (ft.),111 - Pier Abutment Protection Code,116 - Minimum Vertical Clearance - Lift Bridge (ft.),90 - Inspection Date,91 - Designated Inspection Frequency,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,36A - Bridge Railings,36B - Transitions,36C - Approach Guardrail,36D - Bridge Guardrail Ends,58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,61 - Channel and Channel Protection Condition Rating,62 - Culverts Condition Rating,67 - Structural Evaluation Appraisal,68 - Deck Geometry Appraisal,69 - Underclearance Appraisal Vertical and Horizontal,71 - Waterway Adequacy Appraisal,72 - Approach Alignment Appraisal,113 - Scour Critical Bridge Value,31 - Design Load Descriptor,41 - Structure Operational Status Code,63 - Operating Rating Method Code,64 - Operating Rating (US tons),65 - Inventory Rating Method Code,66 - Inventory Rating (US tons),70 - Bridge Posting Code,5A - Record Type,5B - Route Signing Prefix Code,5C - Designated Level of Service Code,5D - Route Number,5E - Directional Suffix Code,12 - Base Highway Network,19 - Bypass or Detour Length (miles),20 - Toll Status,26 - Functional Class Of Inventory Route,28A - Lanes On the Structure,28B - Lanes Under the Structure,30 - Year of Average Daily Traffic,42A - Type of Service on Bridge Code,42B - Type Of Service Under Bridge Code,100 - STRAHNET Highway Designation,102 - Direction of Traffic Code,104 - Inventory Route NHS Code,105 - Federal Lands Highways Code,109 - Average Daily Truck Traffic (Percent ADT),110 - Designated National Truck Network Code,114 - Future Average Daily Traffic,115 - Year of Future Average Daily Traffic,13A - LRS Inventory Route,13B - Subroute Number,54A - Minimum Vertical Underclearance Reference Feature,55A - Minimum Lateral Underclearance Reference Feature,75A - Type of Work Proposed,75B - Work Done By,76 - Length of Structure Improvement (ft.),94 - Bridge Improvement Cost,95 - Roadway Improvement Cost,96 - Total Project Cost,97 - Year of Improvement Cost Estimate,103 - Temporary Structure Designation Code,112 - NBIS Minimum Bridge Length,CAT23 - Condition Code,Computed - Average Daily Truck Traffic (Volume),Latest Submittal Year,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Metropolitan Planning Organization (MPO),U.S. Congressional District,State Senate District,State House District
13,Georgia,000000005150110,County Highway Agency,51,Chatham County,69000,69000,Savannah city,1950,10350,Concrete,Culvert,3,59.1,HARMON CANAL            ,MONTGOMERY CROSS  ,Good,72,1530.6,5,0.1 MI W OF SR 204(IN SAV,3,31.99987,-81.12966,2,5,,,,N,1989,0,0,0,N,N,N,N,99.99,25.9,1,99,0,0,0,0,52.8,7.9,3.9,3.9,0,0,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,6,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,5,1,4001,0,1,1.2,3,14,4,0,2011,5,5,0,2,1,0,1,0,15525,2031,,0,N,N,,,0,356,36,534,,,Y,7,104,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000003900490,County Highway Agency,39,Camden County,0,0,No Place Code,1964,330,Concrete,Tee Beam,5,140.1,DEEP CREEK              ,HARRIETTS BLUFF RD,Fair,58,4826,5,14 MI SE OF WOODBINE     ,9,30.8891,-81.55914,2,5,,,,N,,0,0,0,1,0,8,8,99.99,22,0,0,0,0,0,0,27.9,27.9,2,2,27.9,34.4,99.98999786,0,0,0,,0,6/2/17 0:00,24,N  ,Y60,N  ,,518,,0,0,0,0,6,6,5,5,N,5,6,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,1,66.9,1,39.9,5,1,4,1,1276,0,1,98.8,3,7,2,0,2012,1,5,0,2,0,0,1,0,495,2032,,0,N,N,,,0,547,55,821,,,Y,5,3,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,000000005150790,County Highway Agency,51,Chatham County,69000,69000,Savannah city,2006,1920,Prestressed Concrete,Box Beam or Girders - Multiple,1,51.8,HARMAN CANAL            ,WILLSHIRE BLVD    ,Good,16,2074.8,5,0.1 MI W OF SR 204 ( IN S,3,31.98496,-81.13692,2,5,,,,N,,0,0,0,2,0,8,8,99.99,36.1,0,41,0,0,0,0,37.1,51.8,0,0,37.4,40,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,8,8,N,8,6,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,1,63.9,1,35.9,5,1,5,1,1150,0,1,1.9,3,17,2,0,2011,1,5,0,2,0,0,1,0,2880,2031,,0,N,N,,,0,203,20,305,,,Y,7,19,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000005100990,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,20130,Concrete,Tee Beam,3,130.9,M4079 W. BOUNDARY ST    ,I-16 (EBL) - US 17,Good,56,5282.6,5,NW SECTION OF SAVANNAH   ,166,32.07106,-81.1052,1,5,,,,R,,0,0,0,1,0,8,8,17.8,36.1,1,39,0,N,0,0,37.7,49.9,0,0,38.1,40.4,17.3,16.8,7.9,8.5,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,7,7,7,N,N,7,6,4,N,8,Bridge not over waterway,6,A,1,53.9,1,32,5,1,1,1,16,0,1,1.2,3,11,2,1,2011,1,1,1,1,1,0,4,1,30195,2031,,0,H,H,,,0,512,51,768,,,Y,7,805,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101660,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,9060,Prestressed Concrete Continuous,Box Beam or Girders - Single or Spread,2,1995.1,I-16 - 2 M-4079 - CR 174,SR404P(NBL)-US17  ,Good,31,86401,5,W. CITY OF SAVANNAH      ,0,32.07126,-81.10519,1,5,,,,R,,5,2,16,1,0,0,8,99.99,40,1,39,0,N,0,0,40,210,0,0,40.4,43.3,99.98999786,17.3,9.2,3.9,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,N,N,6,7,3,N,8,Bridge not over waterway,6,A,1,51.9,1,26.9,5,1,1,1,16,0,1,1.2,3,1,2,14,2011,1,1,1,1,1,0,1,1,13590,2031,,0,H,H,,,0,7795,779,11692,,,Y,7,91,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101000,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,20130,Concrete,Tee Beam,3,117.1,M4079 W. BOUNDARY ST    ,I-16 (WBL) - US 17,Good,56,4726.5,5,NW SECTION OF SAVANNAH   ,166,32.07129,-81.10527,1,5,,,,L,,0,0,0,1,0,8,8,18.4,37.1,1,39,0,N,0,0,37.7,42,0,0,38.1,40.4,17.6,16.4,8.9,8.8,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,7,N,N,7,6,4,N,8,Bridge not over waterway,6,A,1,53.9,1,32,5,1,1,1,16,0,1,1.2,3,11,2,1,2011,1,1,1,1,1,0,4,1,30195,2031,,0,H,H,,,0,457,46,686,,,Y,7,805,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101670,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,9060,Prestressed Concrete Continuous,Box Beam or Girders - Single or Spread,1,1152.9,2 M-4079                ,SR404P(SBL)-US17  ,Good,31,49928.1,5,NW SECTION OF SAVANNAH   ,0,32.07241,-81.10498,1,5,,,,L,,5,2,9,1,0,0,0,99.99,41,1,30,0,N,0,0,40,192.9,0,0,40.4,43.3,99.98999786,17.8,4.9,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,N,N,4,7,3,N,8,Bridge not over waterway,6,A,1,35.9,1,20.9,5,1,1,1,16,0,1,1.2,3,1,2,4,2011,1,1,1,1,1,0,1,1,13590,2031,,0,H,H,,,0,4505,451,6758,,,Y,7,91,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101690,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,7490,Concrete Continuous,Stayed Girder,3,8852,M4032- 2 SR 25C- 2 CR744,TALMADGE MEMORIAL ,Fair,31,723147.7,5,NW SECTION OF SAVANNAH   ,1,32.08857,-81.09867,1,5,,,,N,,5,2,55,1,0,0,1,99.99,94.2,3,30,1,1,184.7,998.7,33.8,1100.1,0,0,67.9,81.7,99.98999786,79.4,5.9,0,1,0,10/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,6,6,6,8,N,6,6,4,9,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,2,65.9,2,35.9,5,1,1,1,16,0,1,13,3,1,4,14,2011,1,6,1,2,1,0,1,1,11235,2031,,0,H,H,,,0,53452,5345,80178,,,Y,6,75,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,165 - State House District 165
13,Georgia,000000005151090,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,2007,0,Prestressed Concrete,Box Beam or Girders - Multiple,1,42,WILSHIRE CANAL          ,TIBET AVE.        ,Fair,15,2356,5,IN SE SAVANNAH           ,0,31.99127,-81.13731,4,5,,,,N,,0,0,0,1,0,8,8,99.99,44,0,0,0,0,0,0,44,42,4.9,4.9,44,56.1,99.98999786,0,0,0,1,0,10/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,6,7,8,8,N,7,2,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,60,1,35.9,5,1,5,0,9999,4,1,2.5,3,9,4,0,2016,5,5,0,2,0,0,0,0,0,1999,0,0,N,N,,,50.5,3729,372,5594,2018,,Y,6,0,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000005101500,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1930,8520,Steel,Stringer/Multi-beam or Girder,1,30.8,SPRINGFIELD CANAL       ,LOUISVILLE ROAD   ,Fair,92,1113,5,0.25 MI S OF TALMADGE BR.,3,32.07717,-81.10386,4,2,,,,N,,0,0,0,1,6,8,8,99.99,29.9,0,0,0,0,0,0,29.9,30.8,0,4.6,29.9,36.1,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,5,6,8,N,5,3,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,2,37.9,2,22.9,5,1,5,1,4032,0,1,1.9,3,16,2,0,2011,5,5,0,2,0,0,1,0,12780,2031,,0,N,N,34,1,1351,121,12,182,,,Y,5,85,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100970,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,31720,Steel,Stringer/Multi-beam or Girder,4,222.1,M-4079 GWINNETT STREET  ,I-16 (EBL) - US 17,Good,56,9036.1,5,W C.L. OF SAVANNAH       ,166,32.06992,-81.10705,1,5,,,,R,,0,0,0,1,0,8,8,99.99,38.1,1,35,0,N,0,0,38.1,69.9,0,0,38.1,40.7,99.98999786,16.7,10.8,16.7,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,7,N,N,5,6,5,N,8,Bridge not over waterway,6,A,1,44,1,25.9,5,1,1,1,16,0,1,1.2,3,11,2,5,2011,1,1,1,1,1,0,1,1,47580,2031,,0,H,H,,,0,867,87,1301,,,Y,7,317,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101720,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,12050,Prestressed Concrete,Stringer/Multi-beam or Girder,3,137.1,SPRINGFIELD CANAL       ,SR 25 CONN        ,Good,31,6479,5,NW SECTION OF SAVANNAH   ,3,32.08014,-81.10316,1,5,,,,N,,0,0,0,1,0,8,8,99.99,48.9,2,27,0,0,0,0,40.7,51.8,0,0,41,47.2,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,8,N,7,9,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,2,54.9,2,35.9,5,1,3,7,25,0,1,1.2,3,16,2,0,2011,1,5,0,2,1,0,1,0,18075,2031,,0,N,N,,,0,535,54,803,,,Y,7,121,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100980,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,20130,Steel,Stringer/Multi-beam or Girder,4,223.1,M-4079 GWINNETT STREET  ,I-16 (WBL) - US 17,Good,56,11930.7,5,W C.L. OF SAVANNAH       ,166,32.07004,-81.10726,1,5,,,,L,1991,0,0,0,1,0,8,8,99.99,50.9,1,35,0,N,0,0,50.5,69.9,0,0,50.9,53.5,99.98999786,16.5,10.8,3.9,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,N,N,6,5,5,N,8,Bridge not over waterway,6,A,1,46,1,26.9,5,1,1,1,16,0,1,1.2,3,11,3,5,2011,1,1,1,1,1,0,4,1,30195,2031,,0,H,H,,,0,1109,111,1663,,,Y,7,805,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005150090,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1980,1560,Prestressed Concrete,Box Beam or Girders - Multiple,2,80.1,SPRINGFIELD CANAL       ,WEST RIVER STREET ,Good,42,2573.9,5,UNDER TALMADGE BRIDGE    ,1,32.08651,-81.10091,4,5,,,,N,,0,0,0,2,6,8,8,99.99,25.9,0,0,0,0,0,0,24.9,40,0,3.9,25.3,32.2,99.98999786,0,0,0,,0,8/2/18 0:00,24,N  ,Y60,N  ,,819,,1,0,0,0,7,7,7,7,N,6,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,2,43,2,25.9,5,1,5,1,145,0,1,1.9,3,19,2,0,2011,5,5,0,2,0,0,1,0,2340,2031,,0,N,N,34,1,1399.9,313,31,469,,,Y,7,16,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101710,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,12350,Prestressed Concrete,Stringer/Multi-beam or Girder,10,922.9,CLRD AREA AT SR 404 SPUR,SR 25 RAMP        ,Good,31,24525.9,5,NW SECTION OF SAVANNAH   ,3,32.08223,-81.10384,1,5,,,,N,,0,0,0,1,0,0,8,99.99,44.9,0,0,0,N,0,0,23.6,107.9,0,0,24,26.6,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,N,N,7,7,N,N,8,Bridge not over waterway,6,A,2,61.9,2,35.9,5,1,3,7,25,0,1,1.2,3,16,1,0,2011,1,3,0,1,1,0,1,0,18525,2031,,0,N,N,,,0,2623,262,3934,,,Y,7,124,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101650,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,800,Concrete,Culvert,3,32.2,SPRINGFIELD CANAL       ,RAMP OFF US 17    ,Good,31,770,5,DOWNTOWN SAVANNAH        ,1,32.0767,-81.10622,1,5,,,,N,,0,0,0,N,N,N,N,99.99,24,0,0,0,0,0,0,35.8,9.8,0,0,0,0,99.98999786,0,0,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,N,N,N,7,7,7,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,3,7,404,0,1,1.2,3,19,1,0,2011,1,5,2,1,1,0,1,0,1200,2031,,0,N,N,,,0,91,9,136,,,Y,7,8,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101680,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,7530,Prestressed Concrete,Stringer/Multi-beam or Girder,6,390.1,SPRINGFIELD CANAL       ,SR 404R - US 17   ,Good,31,12158.4,5,NW SECTION OF SAVANNAH   ,1,32.07684,-81.10717,1,5,,,,N,,0,0,0,1,0,8,8,99.99,29.9,0,30,0,0,0,0,27.9,67.9,0,0,27.9,31.2,99.98999786,0,0,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,8,N,7,9,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,1,56,1,34,5,1,3,7,404,0,1,0,3,12,1,0,2011,1,5,2,1,1,0,1,0,11295,2031,,0,N,N,,,0,1108,111,1662,,,Y,7,75,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101700,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1991,9440,Prestressed Concrete,Stringer/Multi-beam or Girder,6,588.9,CLRD AREA @ SR 404 SPUR ,SR 25 EAST CONN.  ,Good,31,16036.6,5,NW SECTION OF SAVANNAH   ,3,32.08041,-81.10617,1,5,,,,N,,0,0,0,1,0,8,8,99.99,24.9,0,0,0,N,0,0,24,85,0,0,24,27.2,99.98999786,0,0,0,,0,10/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,N,N,7,2,N,N,8,Bridge not over waterway,6,A,2,59,2,35.9,5,1,3,1,25,2,1,0,3,16,1,0,2011,1,0,0,1,0,0,1,0,14160,2031,,0,N,N,,,0,1674,167,2511,,,Y,7,94,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005101740,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1994,18580,Prestressed Concrete,Stringer/Multi-beam or Girder,30,2256.9,CSX RAILROAD (641197X)  ,SR 25 CONN.       ,Good,28,176967.2,5,S END OF TALMADGE M BR   ,1,32.08463,-81.10534,1,5,,,,N,,0,0,0,1,0,0,0,99.99,79.1,0,30,0,N,0,0,64,109.9,5.6,5.6,64,78.4,82,20.8,12.5,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,7,7,7,N,7,3,4,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,62.9,1,36.9,5,1,3,7,25,0,1,1.9,3,14,5,0,2011,5,7,0,2,1,0,1,0,27870,2031,,0,R,R,,,0,16034,1603,24051,,,Y,7,186,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005151110,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,2007,0,Prestressed Concrete,Box Beam or Girders - Multiple,1,42,WILSHIRE CANAL          ,COASTAL PI        ,Fair,15,1350.2,5,IN SE SAVANNAH           ,0,31.99193,-81.14223,4,5,,,,N,,0,0,0,1,0,8,8,99.99,25.9,0,0,0,0,0,0,28.9,42,0,0,28.9,32.2,99.98999786,0,0,0,1,0,10/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,6,7,8,8,N,7,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,60,1,35.9,5,1,5,0,9999,0,1,98.8,3,9,2,0,2016,5,5,0,2,0,0,0,0,0,1999,0,0,N,N,,,50.5,3729,372,5594,2018,,Y,6,0,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000005150190,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1975,350,Prestressed Concrete,Slab,1,29.9,SPRINGFIELD CANAL       ,48TH STREET       ,Good,47,910.9,5,2 MI NE OF HUNTER FIELD  ,0,32.05273,-81.11861,4,5,,,,N,,0,0,0,2,6,8,8,99.99,29.9,0,25,0,0,0,0,29.2,29.9,0,0,29.2,30.5,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,7,N,4,6,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",1,P,2,26.9,2,16,3,1,5,1,1467,0,1,1.9,3,19,2,0,2011,1,5,0,2,0,0,1,0,525,2031,,0,N,N,,,29.9,117,12,176,,,Y,7,4,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100570,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1936,8180,Steel,Culvert,2,37.1,SPRINGFIELD CANAL       ,GWINNETT STREET   ,Fair,86,997.4,5,W CITY LIMITS SAVANNAH   ,1,32.0713,-81.11245,4,5,,,,N,,0,0,0,N,N,N,N,99.99,26.9,0,0,0,0,0,0,36.7,14.1,3,0,0,0,99.98999786,0,0,0,,0,8/2/18 0:00,24,N  ,Y60,N  ,,819,,0,0,0,0,N,N,N,8,6,6,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,5,1,4079,0,1,1.9,3,16,2,0,2011,5,5,0,2,0,0,1,0,12270,2031,,0,N,N,,,0,145,14,217,,,Y,6,82,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
